"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9","KYDIEUTRA"
"3463","80","805","28075","004","014","28075004014",0,4,3,6,1,1
"3464","80","805","28075","004","014","28075004014",1,12,2,6,1,1
"3465","80","807","28189","007","003","28189007003",0,12,3,6,99,1
"3466","82","824","28702","009","003","28702009003",0,0,5,1,4,1
"3467","82","824","28702","009","003","28702009003",1,16,15,1,1,1
"3468","82","824","28702","009","006","28702009006",0,4,7,1,10,1
"3469","82","824","28702","009","006","28702009006",1,17,15,1,5,1
"3470","82","824","28702","009","007","28702009007",0,0,5,1,4,1
"3471","82","824","28702","009","007","28702009007",1,15,15,1,0,1
"3472","82","824","28702","009","013","28702009013",0,0,7,1,4,1
"3473","82","824","28702","009","013","28702009013",1,14,20,1,0,1
"3474","83","836","29152","014","002","29152014002",0,16,4,1,10,1
"3475","83","836","29152","014","002","29152014002",1,16,10,1,5,1
"3476","83","836","29152","014","004","29152014004",0,0,4,1,10,1
"3477","83","836","29152","014","004","29152014004",1,16,10,1,5,1
"3478","83","836","29152","014","005","29152014005",0,1,7,1,10,1
"3479","83","836","29152","014","005","29152014005",1,17,10,1,0,1
"3480","83","836","29152","014","006","29152014006",0,0,4,2,10,1
"3481","83","836","29152","014","006","29152014006",1,18,10,2,7,1
"3482","83","836","29152","014","010","29152014010",0,0,4,2,8,1
"3483","83","836","29152","014","010","29152014010",1,17,10,2,4,1
"3484","83","836","29152","014","014","29152014014",0,1,7,1,12,1
"3485","83","836","29152","014","014","29152014014",1,17,15,1,5,1
"3486","83","836","29173","009","004","29173009004",0,0,4,1,10,1
"3487","83","836","29173","009","004","29173009004",1,16,10,1,5,1
"3488","83","836","29173","009","010","29173009010",0,0,5,1,30,1
"3489","83","836","29173","009","010","29173009010",1,17,10,1,2,1
"3490","83","837","29200","007","002","29200007002",1,0,1,1,11,1
"3491","83","837","29200","007","002","29200007002",2,0,1,1,13,1
"3492","83","837","29200","007","003","29200007003",1,NA,NA,NA,NA,1
"3493","83","837","29200","007","004","29200007004",1,6,2,7,15,1
"3494","83","837","29200","007","009","29200007009",1,6,2,1,15,1
"3495","83","837","29200","007","009","29200007009",2,12,3,1,15,1
"3496","83","837","29200","007","010","29200007010",1,NA,NA,NA,NA,1
"3497","83","837","29200","007","011","29200007011",1,16,5,1,20,1
"3498","83","837","29200","007","012","29200007012",0,0,1,1,12,1
"3499","83","837","29200","007","012","29200007012",1,11,15,1,2,1
"3500","84","844","29278","019","001","29278019001",0,1,10,5,10,1
"3501","84","844","29278","019","001","29278019001",1,4,15,5,10,1
"3502","84","844","29278","019","001","29278019001",2,8,5,5,10,1
"3503","84","844","29278","019","005","29278019005",0,18,5,1,3,1
"3504","84","844","29278","019","006","29278019006",0,18,14,4,3,1
"3505","84","844","29278","019","007","29278019007",0,0,7,1,7,1
"3506","84","844","29278","019","007","29278019007",1,18,7,1,5,1
"3507","84","844","29278","019","009","29278019009",0,7,5,5,2,1
"3508","84","844","29278","019","009","29278019009",1,8,5,5,2,1
"3509","84","844","29278","019","009","29278019009",2,9,2,5,2,1
"3510","84","844","29278","019","013","29278019013",0,7,5,5,4,1
"3511","84","844","29278","019","013","29278019013",1,7,5,5,4,1
"3512","84","844","29278","019","013","29278019013",2,9,5,5,4,1
"3513","84","844","29278","019","013","29278019013",3,11,4,5,4,1
"3514","84","844","29278","019","013","29278019013",4,12,4,5,4,1
"3515","84","844","29278","019","014","29278019014",0,16,3,1,5,1
"3516","84","844","29278","019","015","29278019015",0,1,7,5,5,1
"3517","84","844","29278","019","015","29278019015",1,4,7,5,5,1
"3518","84","844","29278","019","015","29278019015",2,6,10,5,5,1
"3519","84","844","29278","019","015","29278019015",3,9,10,5,5,1
"3520","84","844","29278","019","015","29278019015",4,11,10,5,5,1
"3521","84","844","29278","019","015","29278019015",5,13,10,5,3,1
"3522","84","844","29302","014","010","29302014010",0,0,1,2,2,1
"3523","84","844","29302","014","011","29302014011",0,1,5,6,8,1
"3524","84","844","29302","014","011","29302014011",1,16,10,1,4,1
"3525","84","844","29302","014","011","29302014011",2,18,10,1,1,1
"3526","84","846","29350","003","001","29350003001",0,0,7,1,4,1
"3527","84","846","29350","003","001","29350003001",1,7,3,1,3,1
"3528","84","846","29350","003","001","29350003001",2,13,5,1,4,1
"3529","84","846","29350","003","001","29350003001",3,17,10,1,2,1
"3530","84","846","29350","003","004","29350003004",0,5,3,5,2,1
"3531","84","846","29350","003","004","29350003004",1,8,3,5,2,1
"3532","84","846","29350","003","004","29350003004",2,10,3,5,3,1
"3533","84","846","29350","003","004","29350003004",3,11,3,5,3,1
"3534","84","846","29350","003","004","29350003004",4,15,15,5,3,1
"3535","84","846","29350","003","007","29350003007",0,0,7,1,99,1
"3536","84","846","29350","003","007","29350003007",1,7,5,1,99,1
"3537","84","846","29350","003","013","29350003013",0,8,7,1,1,1
"3538","84","846","29350","003","013","29350003013",1,8,10,1,99,1
"3539","84","846","29350","003","014","29350003014",0,0,7,1,1,1
"3540","84","846","29350","003","014","29350003014",1,8,10,1,1,1
"3541","84","846","29350","003","015","29350003015",0,1,7,1,1,1
"3542","84","846","29350","003","015","29350003015",1,9,10,1,1,1
"3543","84","847","29401","018","002","29401018002",0,2,5,1,99,1
"3544","84","847","29401","018","002","29401018002",1,18,10,1,99,1
"3545","84","847","29401","018","003","29401018003",0,6,5,1,1,1
"3546","84","847","29401","018","008","29401018008",1,18,3,2,99,1
"3547","84","847","29401","018","008","29401018008",2,18,3,2,99,1
"3548","84","847","29401","018","009","29401018009",0,1,2,1,99,1
"3549","84","847","29401","018","009","29401018009",1,6,2,6,99,1
"3550","84","847","29401","018","009","29401018009",2,18,3,1,99,1
"3551","84","847","29401","018","013","29401018013",0,0,2,1,99,1
"3552","84","847","29401","018","013","29401018013",1,4,2,1,99,1
"3553","84","847","29401","018","013","29401018013",2,18,2,1,99,1
"3554","84","848","29458","001","002","29458001002",1,NA,NA,NA,NA,1
"3555","84","848","29458","001","005","29458001005",1,NA,NA,NA,NA,1
"3556","84","848","29458","001","008","29458001008",1,2,2,1,8,1
"3557","84","848","29458","001","008","29458001008",2,8,3,1,8,1
"3558","84","849","29473","011","015","29473011015",0,0,4,1,99,1
"3559","84","849","29473","011","015","29473011015",1,14,4,1,99,1
"3560","86","858","29656","004","001","29656004001",0,0,15,1,10,1
"3561","86","858","29656","004","001","29656004001",1,18,20,1,0,1
"3562","86","858","29656","004","003","29656004003",1,3,18,2,15,1
"3563","86","858","29656","004","003","29656004003",2,15,22,3,0,1
"3564","86","858","29656","004","004","29656004004",0,7,15,1,10,1
"3565","86","858","29656","004","004","29656004004",1,17,30,1,0,1
"3566","86","858","29656","004","005","29656004005",0,7,15,1,15,1
"3567","86","858","29656","004","005","29656004005",1,16,20,1,2,1
"3568","86","858","29656","004","006","29656004006",1,4,15,1,16,1
"3569","86","858","29656","004","006","29656004006",2,8,2,1,30,1
"3570","86","858","29656","004","006","29656004006",3,16,20,1,2,1
"3571","86","858","29656","004","007","29656004007",0,0,5,1,10,1
"3572","86","858","29656","004","007","29656004007",1,18,10,1,0,1
"3573","86","858","29656","004","008","29656004008",0,5,20,1,15,1
"3574","86","858","29656","004","008","29656004008",1,17,20,1,0,1
"3575","86","858","29656","004","010","29656004010",1,5,20,1,12,1
"3576","86","858","29656","004","010","29656004010",2,16,20,1,0,1
"3577","86","858","29656","004","011","29656004011",0,5,15,1,7,1
"3578","86","858","29656","004","011","29656004011",1,15,20,1,99,1
"3579","86","858","29656","004","012","29656004012",1,5,14,1,10,1
"3580","86","858","29656","004","012","29656004012",2,14,22,1,99,1
"3581","86","861","29813","009","003","29813009003",1,1,7,1,10,1
"3582","86","861","29813","009","003","29813009003",2,17,20,1,0,1
"3583","86","861","29813","009","010","29813009010",1,3,15,1,10,1
"3584","86","861","29813","009","010","29813009010",2,15,15,99,99,1
"3585","87","866","29884","005","001","29884005001",0,13,10,2,2,1
"3586","87","866","29884","005","001","29884005001",1,17,20,2,0,1
"3587","87","866","29884","005","005","29884005005",1,3,3,2,2,1
"3588","87","866","29884","005","005","29884005005",2,4,2,1,2,1
"3589","87","866","29884","005","005","29884005005",3,3,4,2,1,1
"3590","87","866","29884","005","005","29884005005",4,3,2,1,1,1
"3591","87","866","29884","005","005","29884005005",5,3,2,1,1,1
"3592","87","866","29884","005","007","29884005007",1,1,4,1,2,1
"3593","87","866","29884","005","007","29884005007",2,2,2,1,2,1
"3594","87","866","29884","005","007","29884005007",3,5,3,2,1,1
"3595","87","866","29884","005","012","29884005012",1,1,3,2,5,1
"3596","87","866","29884","005","012","29884005012",2,6,4,2,4,1
"3597","87","866","29884","005","012","29884005012",3,9,5,2,4,1
"3598","87","866","29884","005","012","29884005012",4,14,5,2,4,1
"3599","87","866","29884","005","013","29884005013",0,1,4,2,2,1
"3600","87","866","29884","005","013","29884005013",1,5,2,1,3,1
"3601","87","866","29884","005","013","29884005013",2,8,4,2,2,1
"3602","87","866","29884","005","013","29884005013",3,6,2,1,2,1
"3603","87","866","29884","005","013","29884005013",5,9,2,1,1,1
"3604","87","866","29884","005","015","29884005015",1,1,5,2,6,1
"3605","87","866","29884","005","015","29884005015",2,1,4,2,5,1
"3606","87","866","29884","005","015","29884005015",3,15,5,2,3,1
"3607","87","869","29926","012","001","29926012001",0,4,3,1,4,1
"3608","87","869","29926","012","001","29926012001",1,8,4,1,3,1
"3609","87","869","29926","012","001","29926012001",2,12,4,1,2,1
"3610","87","869","29926","012","001","29926012001",3,18,5,1,0,1
"3611","87","869","29926","012","003","29926012003",0,4,4,1,3,1
"3612","87","869","29926","012","003","29926012003",1,9,3,1,3,1
"3613","87","869","29926","012","003","29926012003",2,18,5,1,0,1
"3614","87","869","29926","012","004","29926012004",0,6,3,1,4,1
"3615","87","869","29926","012","004","29926012004",1,10,3,1,3,1
"3616","87","869","29926","012","004","29926012004",2,13,3,1,3,1
"3617","87","869","29926","012","004","29926012004",3,18,5,1,1,1
"3618","87","869","29926","012","012","29926012012",0,4,4,1,3,1
"3619","87","869","29926","012","012","29926012012",1,9,3,1,2,1
"3620","87","869","29926","012","012","29926012012",2,17,5,1,0,1
"3621","87","868","29986","007","001","29986007001",0,11,7,1,5,1
"3622","87","868","29986","007","006","29986007006",0,11,6,1,5,1
"3623","87","868","29986","007","006","29986007006",1,11,5,1,5,1
"3624","87","868","29986","007","006","29986007006",2,12,4,4,5,1
"3625","87","868","29986","007","006","29986007006",3,13,4,1,6,1
"3626","87","868","29986","007","006","29986007006",4,13,5,1,5,1
"3627","87","868","29986","007","010","29986007010",0,5,5,1,5,1
"3628","87","871","30001","014","002","30001014002",0,18,5,2,2,1
"3629","87","871","30001","014","003","30001014003",0,18,5,2,2,1
"3630","87","871","30001","014","006","30001014006",1,18,4,2,2,1
"3631","87","871","30001","014","007","30001014007",1,18,7,2,2,1
"3632","87","871","30013","005","001","30013005001",0,18,5,1,1,1
"3633","87","871","30013","005","003","30013005003",0,17,10,1,1,1
"3634","87","871","30013","005","004","30013005004",0,17,6,2,2,1
"3635","87","871","30013","005","006","30013005006",1,18,6,2,2,1
"3636","87","871","30013","005","007","30013005007",0,18,6,2,1,1
"3637","87","871","30013","005","015","30013005015",0,0,5,1,1,1
"3638","87","871","30013","005","015","30013005015",1,18,7,2,1,1
"3639","87","871","30034","019","005","30034019005",0,5,4,2,3,1
"3640","87","871","30034","019","005","30034019005",1,7,5,2,3,1
"3641","87","871","30034","019","005","30034019005",2,15,7,2,2,1
"3642","87","871","30034","019","007","30034019007",1,5,4,2,2,1
"3643","87","871","30034","019","007","30034019007",2,9,3,1,3,1
"3644","87","871","30034","019","007","30034019007",3,15,6,2,2,1
"3645","87","871","30034","019","008","30034019008",1,4,5,2,1,1
"3646","87","871","30034","019","008","30034019008",2,11,4,2,2,1
"3647","87","871","30034","019","008","30034019008",3,17,10,1,2,1
"3648","87","871","30034","019","011","30034019011",1,5,4,1,2,1
"3649","87","871","30034","019","011","30034019011",2,7,4,1,3,1
"3650","87","871","30034","019","011","30034019011",3,15,10,1,2,1
"3651","87","871","30034","019","012","30034019012",1,5,5,3,2,1
"3652","87","871","30034","019","012","30034019012",2,9,5,1,3,1
"3653","87","871","30034","019","012","30034019012",3,16,10,2,1,1
"3654","87","871","30034","019","014","30034019014",0,4,3,2,3,1
"3655","87","871","30034","019","014","30034019014",1,7,4,2,2,1
"3656","87","871","30034","019","014","30034019014",2,13,3,2,3,1
"3657","87","872","30073","020","006","30073020006",0,4,5,1,5,1
"3658","87","872","30073","020","006","30073020006",1,8,10,1,5,1
"3659","87","872","30073","020","006","30073020006",2,17,20,1,3,1
"3660","87","872","30073","020","015","30073020015",0,4,5,1,5,1
"3661","87","872","30073","020","015","30073020015",1,8,10,1,5,1
"3662","87","872","30073","020","015","30073020015",2,18,20,1,3,1
"3663","87","873","30097","002","001","30097002001",0,2,7,7,3,1
"3664","87","873","30097","002","001","30097002001",1,6,7,7,3,1
"3665","87","873","30097","002","001","30097002001",2,12,7,7,3,1
"3666","87","873","30097","002","002","30097002002",1,2,2,5,3,1
"3667","87","873","30097","002","003","30097002003",0,1,3,1,3,1
"3668","87","873","30097","002","003","30097002003",1,4,7,1,2,1
"3669","87","873","30097","002","003","30097002003",2,8,6,1,2,1
"3670","87","873","30097","002","003","30097002003",3,14,15,1,1,1
"3671","87","873","30097","002","005","30097002005",0,5,2,1,99,1
"3672","87","873","30097","002","005","30097002005",1,5,2,1,99,1
"3673","87","873","30097","002","005","30097002005",2,7,5,1,99,1
"3674","87","873","30097","002","005","30097002005",3,9,5,1,99,1
"3675","87","873","30097","002","005","30097002005",4,11,8,1,99,1
"3676","87","873","30097","002","005","30097002005",5,14,30,1,99,1
"3677","87","873","30097","002","006","30097002006",0,1,3,1,3,1
"3678","87","873","30097","002","006","30097002006",1,2,5,1,2,1
"3679","87","873","30097","002","006","30097002006",2,6,6,1,2,1
"3680","87","873","30097","002","006","30097002006",3,7,15,1,1,1
"3681","87","873","30097","002","007","30097002007",0,2,7,2,4,1
"3682","87","873","30097","002","007","30097002007",1,3,7,2,4,1
"3683","87","873","30097","002","007","30097002007",2,6,10,2,4,1
"3684","87","873","30097","002","007","30097002007",3,8,7,2,4,1
"3685","87","873","30097","002","007","30097002007",4,9,10,2,5,1
"3686","87","873","30097","002","007","30097002007",5,14,10,2,5,1
"3687","87","873","30097","002","008","30097002008",0,3,2,1,99,1
"3688","87","873","30097","002","008","30097002008",1,9,2,1,99,1
"3689","87","873","30097","002","008","30097002008",2,13,3,1,99,1
"3690","87","873","30097","002","008","30097002008",3,13,15,1,99,1
"3691","87","873","30097","002","010","30097002010",1,2,3,5,3,1
"3692","87","873","30097","002","013","30097002013",0,2,10,2,5,1
"3693","87","873","30097","002","013","30097002013",1,8,10,2,5,1
"3694","87","873","30097","002","013","30097002013",2,13,5,2,5,1
"3695","87","874","30130","023","007","30130023007",0,16,3,1,2,1
"3696","87","874","30130","023","007","30130023007",1,4,4,3,1,1
"3697","87","874","30130","023","007","30130023007",2,6,5,3,2,1
"3698","87","874","30130","023","007","30130023007",3,8,5,3,2,1
"3699","87","874","30130","023","007","30130023007",4,12,5,3,2,1
"3700","87","874","30130","023","007","30130023007",5,14,5,3,2,1
"3701","87","874","30130","023","007","30130023007",6,16,5,3,1,1
"3702","87","874","30130","023","008","30130023008",0,16,7,1,2,1
"3703","87","874","30130","023","008","30130023008",1,3,7,2,2,1
"3704","87","874","30130","023","008","30130023008",2,8,6,2,2,1
"3705","87","874","30130","023","008","30130023008",3,8,6,2,2,1
"3706","87","874","30130","023","008","30130023008",4,12,6,2,2,1
"3707","87","874","30130","023","008","30130023008",5,15,6,2,2,1
"3708","87","874","30130","023","008","30130023008",6,17,8,2,1,1
"3709","87","874","30130","023","014","30130023014",0,2,7,2,2,1
"3710","87","874","30130","023","014","30130023014",1,18,1,2,1,1
"3711","87","874","30130","023","015","30130023015",0,2,7,2,2,1
"3712","87","874","30130","023","015","30130023015",1,17,7,2,2,1
"3713","87","874","30154","006","001","30154006001",0,0,4,3,4,1
"3714","87","874","30154","006","001","30154006001",1,2,4,3,3,1
"3715","87","874","30154","006","001","30154006001",2,6,4,3,3,1
"3716","87","874","30154","006","001","30154006001",3,8,4,3,3,1
"3717","87","874","30154","006","001","30154006001",4,10,4,3,3,1
"3718","87","874","30154","006","001","30154006001",5,12,4,3,3,1
"3719","87","874","30154","006","001","30154006001",6,14,4,3,3,1
"3720","87","874","30154","006","001","30154006001",7,16,4,3,3,1
"3721","87","874","30154","006","005","30154006005",0,1,4,3,4,1
"3722","87","874","30154","006","005","30154006005",1,4,4,3,4,1
"3723","87","874","30154","006","005","30154006005",2,5,4,3,4,1
"3724","87","874","30154","006","005","30154006005",3,8,4,3,3,1
"3725","87","874","30154","006","005","30154006005",4,10,4,3,4,1
"3726","87","874","30154","006","005","30154006005",5,12,4,3,5,1
"3727","87","874","30154","006","005","30154006005",6,14,4,3,5,1
"3728","87","874","30154","006","008","30154006008",0,1,4,3,4,1
"3729","87","874","30154","006","008","30154006008",1,3,4,3,4,1
"3730","87","874","30154","006","008","30154006008",2,6,4,3,3,1
"3731","87","874","30154","006","008","30154006008",3,8,4,3,4,1
"3732","87","874","30154","006","008","30154006008",4,11,5,3,5,1
"3733","87","874","30154","006","008","30154006008",5,12,6,3,5,1
"3734","87","874","30154","006","008","30154006008",6,16,8,3,5,1
"3735","87","874","30154","006","009","30154006009",0,1,4,3,4,1
"3736","87","874","30154","006","009","30154006009",1,3,4,3,4,1
"3737","87","874","30154","006","009","30154006009",2,5,4,3,4,1
"3738","87","874","30154","006","009","30154006009",3,7,8,3,5,1
"3739","87","874","30154","006","009","30154006009",4,9,4,3,4,1
"3740","87","874","30154","006","009","30154006009",5,11,4,3,4,1
"3741","87","874","30154","006","009","30154006009",6,13,4,3,4,1
"3742","87","874","30154","006","009","30154006009",7,15,5,3,5,1
"3743","87","874","30154","006","014","30154006014",0,1,4,3,4,1
"3744","87","874","30154","006","014","30154006014",1,3,4,3,3,1
"3745","87","874","30154","006","014","30154006014",2,5,4,3,4,1
"3746","87","874","30154","006","014","30154006014",3,7,4,3,4,1
"3747","87","874","30154","006","014","30154006014",4,9,4,3,4,1
"3748","87","874","30154","006","014","30154006014",5,11,4,3,4,1
"3749","87","874","30154","006","014","30154006014",6,13,4,3,4,1
"3750","87","874","30154","006","014","30154006014",7,16,4,3,4,1
"3751","87","876","30226","019","009","30226019009",0,1,5,1,99,1
"3752","87","876","30226","019","009","30226019009",1,17,7,1,99,1
"3753","87","877","30259","006","001","30259006001",0,18,10,1,99,1
"3754","87","877","30259","006","012","30259006012",0,18,15,1,99,1
"3755","89","883","30304","048","001","30304048001",0,0,30,2,99,1
"3756","89","883","30304","048","001","30304048001",1,7,10,3,99,1
"3757","89","883","30304","048","001","30304048001",2,11,2,2,99,1
"3758","89","883","30304","048","001","30304048001",3,14,2,2,99,1
"3759","89","883","30304","048","001","30304048001",4,16,2,2,99,1
"3760","89","883","30304","048","014","30304048014",0,0,30,1,99,1
"3761","89","883","30304","048","014","30304048014",1,7,10,1,99,1
"3762","89","883","30304","048","014","30304048014",2,12,2,1,99,1
"3763","89","883","30304","048","014","30304048014",3,14,2,1,99,1
"3764","89","883","30304","048","014","30304048014",4,16,2,1,99,1
"3765","89","888","30439","002","002","30439002002",0,2,3,1,15,1
"3766","89","888","30439","002","002","30439002002",1,4,4,1,25,1
"3767","89","888","30439","002","002","30439002002",2,4,4,1,30,1
"3768","89","888","30439","002","002","30439002002",4,4,3,1,34,1
"3769","89","888","30439","002","002","30439002002",5,6,3,1,36,1
"3770","89","888","30439","002","002","30439002002",6,6,3,1,40,1
"3771","89","888","30439","002","002","30439002002",8,6,3,1,45,1
"3772","89","888","30439","002","008","30439002008",0,2,4,1,10,1
"3773","89","888","30439","002","008","30439002008",1,4,4,1,15,1
"3774","89","888","30439","002","008","30439002008",2,4,4,1,20,1
"3775","89","888","30439","002","008","30439002008",3,4,5,1,25,1
"3776","89","888","30439","002","008","30439002008",4,6,5,1,30,1
"3777","89","888","30439","002","008","30439002008",5,6,4,1,40,1
"3778","89","888","30439","002","008","30439002008",6,6,3,1,43,1
"3779","89","888","30439","002","015","30439002015",0,2,3,1,3,1
"3780","89","888","30439","002","015","30439002015",1,4,4,1,20,1
"3781","89","888","30439","002","015","30439002015",2,4,4,1,25,1
"3782","89","888","30439","002","015","30439002015",3,4,30,1,35,1
"3783","89","888","30439","002","015","30439002015",4,6,4,1,35,1
"3784","89","888","30439","002","015","30439002015",5,6,3,1,42,1
"3785","89","889","30472","034","003","30472034003",0,7,6,1,99,1
"3786","89","889","30472","034","003","30472034003",1,18,5,1,99,1
"3787","89","889","30472","034","006","30472034006",0,7,5,1,99,1
"3788","89","889","30472","034","006","30472034006",1,18,4,1,99,1
"3789","89","889","30472","034","012","30472034012",0,2,5,1,3,1
"3790","89","889","30472","034","012","30472034012",1,5,5,1,3,1
"3791","89","889","30472","034","012","30472034012",2,16,5,1,0,1
"3792","89","891","30586","031","001","30586031001",0,0,5,2,10,1
"3793","89","891","30586","031","001","30586031001",1,18,4,2,5,1
"3794","89","891","30586","031","002","30586031002",0,18,7,2,15,1
"3795","89","891","30586","031","002","30586031002",1,18,7,2,5,1
"3796","89","891","30586","031","006","30586031006",0,0,6,1,15,1
"3797","89","891","30586","031","006","30586031006",1,18,7,1,5,1
"3798","89","894","30718","003","002","30718003002",0,2,15,1,15,1
"3799","89","894","30718","003","002","30718003002",1,16,20,2,99,1
"3800","89","894","30718","003","004","30718003004",0,0,12,1,99,1
"3801","89","894","30718","003","004","30718003004",1,16,20,1,99,1
"3802","89","894","30718","003","007","30718003007",0,3,6,2,1,1
"3803","89","894","30718","003","007","30718003007",1,3,7,3,1,1
"3804","89","894","30718","003","007","30718003007",2,5,6,3,2,1
"3805","89","894","30718","003","007","30718003007",3,5,5,2,2,1
"3806","89","894","30718","003","007","30718003007",4,6,6,3,2,1
"3807","89","894","30718","003","007","30718003007",5,7,6,3,2,1
"3808","89","894","30718","003","007","30718003007",6,7,5,3,2,1
"3809","89","894","30718","003","007","30718003007",7,7,4,3,2,1
"3810","89","894","30718","003","009","30718003009",0,4,15,2,2,1
"3811","89","894","30718","003","009","30718003009",1,3,7,2,1,1
"3812","89","894","30718","003","009","30718003009",2,6,7,2,1,1
"3813","89","894","30718","003","009","30718003009",3,7,8,2,1,1
"3814","89","894","30718","003","009","30718003009",4,7,7,2,2,1
"3815","89","894","30718","003","009","30718003009",5,8,4,2,2,1
"3816","89","894","30718","003","013","30718003013",0,1,8,1,1,1
"3817","89","894","30718","003","013","30718003013",1,1,5,2,1,1
"3818","89","894","30718","003","013","30718003013",2,3,4,2,1,1
"3819","89","894","30718","003","013","30718003013",3,4,5,3,1,1
"3820","89","894","30718","003","014","30718003014",0,0,12,1,99,1
"3821","89","894","30718","003","014","30718003014",1,16,21,1,99,1
"3822","91","899","30742","010","008","30742010008",0,3,10,1,99,1
"3823","91","899","30742","010","008","30742010008",1,14,5,1,99,1
"3824","91","902","30808","003","008","30808003008",0,5,7,1,99,1
"3825","91","902","30808","003","008","30808003008",1,13,7,1,99,1
"3826","91","903","30826","002","002","30826002002",0,4,7,1,99,1
"3827","91","903","30826","002","002","30826002002",1,13,7,1,99,1
"3828","91","903","30826","002","006","30826002006",0,9,7,3,0,1
"3829","91","903","30826","002","006","30826002006",1,11,7,1,0,1
"3830","91","903","30826","002","006","30826002006",2,15,7,1,0,1
"3831","91","903","30826","002","006","30826002006",4,17,7,1,0,1
"3832","91","903","30826","002","006","30826002006",8,18,7,1,0,1
"3833","91","903","30826","002","007","30826002007",0,3,10,1,99,1
"3834","91","903","30826","002","007","30826002007",1,14,7,1,99,1
"3835","91","903","30826","002","008","30826002008",0,0,5,1,99,1
"3836","91","903","30826","002","008","30826002008",1,4,5,1,99,1
"3837","91","903","30826","002","008","30826002008",2,8,5,1,99,1
"3838","91","903","30826","002","012","30826002012",0,3,10,1,99,1
"3839","91","903","30826","002","012","30826002012",1,13,7,1,99,1
"3840","91","903","30826","002","015","30826002015",0,0,7,1,99,1
"3841","91","903","30826","002","015","30826002015",1,4,7,1,99,1
"3842","91","903","30826","002","015","30826002015",2,7,20,1,99,1
"3843","91","903","30826","002","015","30826002015",3,16,10,1,99,1
"3844","91","903","30826","002","018","30826002018",0,0,7,2,99,1
"3845","91","903","30826","002","018","30826002018",1,2,20,1,99,1
"3846","91","903","30826","002","018","30826002018",2,4,8,6,3,1
"3847","91","903","30826","002","018","30826002018",3,16,25,1,99,1
"3848","91","903","30826","002","018","30826002018",4,16,30,1,1,1
"3849","91","903","30826","002","020","30826002020",0,0,3,2,99,1
"3850","91","903","30826","002","020","30826002020",1,10,3,1,99,1
"3851","91","905","30889","006","005","30889006005",0,6,7,1,99,1
"3852","91","905","30889","006","005","30889006005",1,15,10,1,99,1
"3853","91","905","30889","006","022","30889006022",0,1,10,2,0,1
"3854","91","905","30889","006","023","30889006023",0,6,7,1,99,1
"3855","91","905","30889","006","023","30889006023",1,10,7,1,99,1
"3856","91","905","30895","030","005","30895030005",0,3,7,2,99,1
"3857","91","905","30895","030","005","30895030005",1,13,15,2,99,1
"3858","91","905","30895","030","009","30895030009",0,3,10,2,99,1
"3859","91","905","30895","030","009","30895030009",1,13,20,2,99,1
"3860","91","905","30895","030","013","30895030013",0,3,7,2,99,1
"3861","91","905","30895","030","013","30895030013",1,13,18,2,99,1
"3862","91","905","30901","012","005","30901012005",0,7,15,1,99,1
"3863","91","905","30901","012","005","30901012005",1,15,10,1,99,1
"3864","91","905","30901","012","008","30901012008",0,3,10,2,99,1
"3865","91","905","30901","012","008","30901012008",1,13,20,2,99,1
"3866","91","906","30946","002","005","30946002005",0,4,7,1,99,1
"3867","91","906","30946","002","005","30946002005",1,16,18,1,99,1
"3868","91","906","30946","002","008","30946002008",0,3,7,2,99,1
"3869","91","906","30946","002","008","30946002008",1,15,14,2,99,1
"3870","91","906","30946","002","009","30946002009",0,6,7,1,99,1
"3871","91","906","30946","002","009","30946002009",1,16,18,1,99,1
"3872","91","906","30946","002","019","30946002019",0,1,5,2,99,1
"3873","91","906","30946","002","019","30946002019",1,7,7,2,99,1
"3874","91","906","30946","002","019","30946002019",2,11,10,2,99,1
"3875","91","909","31024","031","001","31024031001",0,0,30,1,99,1
"3876","91","909","31024","031","001","31024031001",1,17,15,1,99,1
"3877","91","909","31024","031","002","31024031002",0,0,10,1,7,1
"3878","91","909","31024","031","002","31024031002",1,15,15,1,10,1
"3879","91","909","31024","031","003","31024031003",0,0,5,1,99,1
"3880","91","909","31024","031","003","31024031003",1,10,5,1,99,1
"3881","91","909","31024","031","005","31024031005",0,0,28,1,99,1
"3882","91","909","31024","031","005","31024031005",1,17,13,1,99,1
"3883","91","909","31024","031","007","31024031007",0,1,7,1,5,1
"3884","91","909","31024","031","007","31024031007",1,5,5,1,5,1
"3885","91","909","31024","031","012","31024031012",0,1,5,1,20,1
"3886","91","909","31024","031","015","31024031015",0,1,28,1,99,1
"3887","91","909","31024","031","015","31024031015",1,17,18,1,99,1
"3888","91","909","31024","031","016","31024031016",0,0,6,1,99,1
"3889","91","909","31024","031","016","31024031016",1,10,6,1,99,1
"3890","91","913","31054","013","005","31054013005",0,1,7,3,0,1
"3891","91","913","31054","013","005","31054013005",1,15,12,3,99,1
"3892","91","913","31054","013","008","31054013008",0,10,7,1,99,1
"3893","91","913","31054","013","008","31054013008",1,15,15,1,99,1
"3894","91","913","31054","013","012","31054013012",0,15,8,1,99,1
"3895","91","910","31075","002","002","31075002002",0,3,4,4,99,1
"3896","91","910","31075","002","002","31075002002",1,15,12,4,99,1
