"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B13A_C1","M4B13A_C2","M4B13A_C3","M4B13A_C4"
"924","23515008008","62","615","23515","008","008",4,1,2,250,4
"925","23515008012","62","615","23515","008","012",4,1,3,300,2
"926","23579007002","64","622","23579","007","002",4,3,3,7,4
"927","23579007007","64","622","23579","007","007",4,3,3,8,2
"928","23579007008","64","622","23579","007","008",4,1,3,12,2
"929","23579007010","64","622","23579","007","010",4,1,3,13,2
"930","23638030019","64","625","23638","030","019",4,1,3,78000,2
"931","23677006005","64","626","23677","006","005",4,1,3,185,2
"932","23677006006","64","626","23677","006","006",4,1,4,210,2
"933","23677006009","64","626","23677","006","009",4,1,4,185,2
"934","23677006011","64","626","23677","006","011",4,1,3,250,2
"935","23677006012","64","626","23677","006","012",4,1,4,185,2
"936","23677006013","64","626","23677","006","013",4,1,3,180,2
"937","23677006015","64","626","23677","006","015",4,1,4,180,2
"938","23731006004","64","627","23731","006","004",4,2,3,50,4
"939","23731006005","64","627","23731","006","005",4,2,3,50,2
"940","23731006006","64","627","23731","006","006",4,2,3,50,4
"941","23731006007","64","627","23731","006","007",4,2,3,50,2
"942","23731006008","64","627","23731","006","008",4,2,3,50,4
"943","23731006010","64","627","23731","006","010",4,2,3,52,2
"944","23731006011","64","627","23731","006","011",4,5,3,52,4
"945","23731006012","64","627","23731","006","012",4,2,3,55,2
"946","23731006013","64","627","23731","006","013",4,2,3,50,4
"947","23731006015","64","627","23731","006","015",4,5,99,50,4
"948","23737001001","64","627","23737","001","001",4,2,3,400,4
"949","23737001003","64","627","23737","001","003",4,2,4,400,4
"950","23737001004","64","627","23737","001","004",4,1,4,350,4
"951","23737001005","64","627","23737","001","005",4,2,4,400,4
"952","23737001006","64","627","23737","001","006",4,1,3,350,4
"953","23737001007","64","627","23737","001","007",4,2,4,400,4
"954","23737001008","64","627","23737","001","008",4,2,4,400,4
"955","23737001009","64","627","23737","001","009",4,1,3,350,4
"956","23737001010","64","627","23737","001","010",4,2,4,350,4
"957","23737001011","64","627","23737","001","011",4,1,4,350,4
"958","23737001013","64","627","23737","001","013",4,2,3,350,4
"959","23737001014","64","627","23737","001","014",4,1,4,380,4
"960","23737001015","64","627","23737","001","015",4,2,3,350,3
"961","23761005001","64","627","23761","005","001",4,2,3,50,4
"962","23761005002","64","627","23761","005","002",4,2,4,40,4
"963","23761005003","64","627","23761","005","003",4,2,3,40,4
"964","23761005004","64","627","23761","005","004",4,2,4,45,4
"965","23761005007","64","627","23761","005","007",4,2,3,45,4
"966","23761005008","64","627","23761","005","008",4,2,3,45,4
"967","23761005009","64","627","23761","005","009",4,2,4,40,4
"968","23761005011","64","627","23761","005","011",4,2,3,50,4
"969","23761005012","64","627","23761","005","012",4,2,3,50,4
"970","23761005014","64","627","23761","005","014",4,2,3,50,4
"971","23778004001","64","628","23778","004","001",4,2,3,100,2
"972","23778004002","64","628","23778","004","002",4,2,3,100,2
"973","23778004003","64","628","23778","004","003",4,2,3,110,2
"974","23778004004","64","628","23778","004","004",4,1,3,100,2
"975","23778004005","64","628","23778","004","005",4,1,2,80,2
"976","23778004006","64","628","23778","004","006",4,1,3,100,2
"977","23778004007","64","628","23778","004","007",4,1,3,100,2
"978","23778004008","64","628","23778","004","008",4,2,3,100,2
"979","23778004009","64","628","23778","004","009",4,2,3,90,2
"980","23778004010","64","628","23778","004","010",4,1,3,100,2
"981","23778004011","64","628","23778","004","011",4,1,3,80,2
"982","23778004012","64","628","23778","004","012",4,2,3,100,2
"983","23778004013","64","628","23778","004","013",4,2,3,100,2
"984","23778004014","64","628","23778","004","014",4,1,3,100,2
"985","23778004015","64","628","23778","004","015",4,2,3,110,2
"986","24163031001","66","643","24163","031","001",4,1,6,40,2
"987","24163031005","66","643","24163","031","005",4,1,6,50,2
"988","24163031006","66","643","24163","031","006",4,1,9,40,2
"989","24163031007","66","643","24163","031","007",4,1,5,30,2
"990","24163031008","66","643","24163","031","008",4,1,9,40,2
"991","24163031009","66","643","24163","031","009",4,1,4,40,2
"992","24163031010","66","643","24163","031","010",4,1,7,20,2
"993","24163031011","66","643","24163","031","011",4,1,9,40,2
"994","24163031012","66","643","24163","031","012",4,1,4,40,2
"995","24163031013","66","643","24163","031","013",4,1,6,40,2
"996","24181025002","66","645","24181","025","002",4,1,5,350,2
"997","24181025003","66","645","24181","025","003",4,1,3,200,2
"998","24181025005","66","645","24181","025","005",4,1,3,200,2
"999","24181025006","66","645","24181","025","006",4,1,3,200,2
"1000","24181025007","66","645","24181","025","007",4,1,4,200,2
"1001","24181025009","66","645","24181","025","009",4,1,3,300,2
"1002","24181025014","66","645","24181","025","014",4,1,4,200,2
"1003","24184004008","66","645","24184","004","008",4,1,4,350,2
"1004","24184004012","66","645","24184","004","012",4,1,4,240,2
"1005","24184004013","66","645","24184","004","013",4,1,5,400,2
"1006","24184004015","66","645","24184","004","015",4,1,4,300,4
"1007","24207009001","66","645","24207","009","001",4,1,5,390,2
"1008","24207009002","66","645","24207","009","002",4,1,5,350,2
"1009","24207009004","66","645","24207","009","004",4,1,5,300,4
"1010","24207009005","66","645","24207","009","005",4,1,4,300,4
"1011","24207009007","66","645","24207","009","007",4,1,4,420,2
"1012","24207009008","66","645","24207","009","008",4,1,360,4,2
"1013","24207009010","66","645","24207","009","010",4,1,6,320,2
"1014","24207009011","66","645","24207","009","011",4,1,5,350,4
"1015","24207009012","66","645","24207","009","012",4,1,4,400,2
"1016","24207009015","66","645","24207","009","015",4,1,5,350,4
"1017","24274004001","66","648","24274","004","001",4,1,3,150,2
"1018","24274004002","66","648","24274","004","002",4,1,3,120,2
"1019","24274004003","66","648","24274","004","003",4,1,3,150,2
"1020","24274004004","66","648","24274","004","004",4,1,2,130,2
"1021","24274004005","66","648","24274","004","005",4,1,3,150,2
"1022","24274004006","66","648","24274","004","006",4,1,3,105,2
"1023","24274004008","66","648","24274","004","008",4,1,3,120,2
"1024","24274004009","66","648","24274","004","009",4,1,3,140,2
"1025","24274004010","66","648","24274","004","010",4,1,3,100,2
"1026","24274004011","66","648","24274","004","011",4,1,3,150,2
"1027","24274004012","66","648","24274","004","012",4,1,3,110,2
"1028","24274004013","66","648","24274","004","013",4,1,3,120,2
"1029","24274004014","66","648","24274","004","014",4,1,2,110,2
"1030","24274004015","66","648","24274","004","015",4,1,3,130,2
"1031","24313020001","66","649","24313","020","001",4,1,4,180,2
"1032","24313020002","66","649","24313","020","002",4,1,3,120,2
"1033","24313020003","66","649","24313","020","003",4,1,3,200,2
"1034","24313020005","66","649","24313","020","005",4,1,3,200,2
"1035","24313020006","66","649","24313","020","006",4,1,3,120,2
"1036","24313020007","66","649","24313","020","007",4,1,3,220,2
"1037","24313020008","66","649","24313","020","008",4,1,3,100,2
"1038","24313020009","66","649","24313","020","009",4,1,4,180,2
"1039","24313020010","66","649","24313","020","010",4,1,3,110,2
"1040","24313020011","66","649","24313","020","011",4,1,3,180,2
"1041","24313020012","66","649","24313","020","012",4,1,2,100,2
"1042","24313020013","66","649","24313","020","013",4,1,4,200,2
"1043","24313020014","66","649","24313","020","014",4,1,2,120,2
"1044","24313020015","66","649","24313","020","015",4,1,4,160,2
"1045","24331020002","66","644","24331","020","002",4,1,5,200,2
"1046","24331020003","66","644","24331","020","003",4,1,180,4,2
"1047","24331020004","66","644","24331","020","004",4,1,5,200,2
"1048","24331020005","66","644","24331","020","005",4,1,5,190,2
"1049","24331020006","66","644","24331","020","006",4,1,4,170,2
"1050","24331020007","66","644","24331","020","007",4,1,5,200,2
"1051","24331020008","66","644","24331","020","008",4,1,4,200,2
"1052","24331020009","66","644","24331","020","009",4,1,4,200,2
"1053","24331020010","66","644","24331","020","010",4,1,4,200,2
"1054","24331020011","66","644","24331","020","011",4,1,4,180,2
"1055","24331020012","66","644","24331","020","012",4,1,4,190,2
"1056","24331020014","66","644","24331","020","014",4,1,4,180,2
"1057","24331020015","66","644","24331","020","015",4,1,4,180,2
"1058","24370019001","66","650","24370","019","001",4,2,2,190,2
"1059","24370019003","66","650","24370","019","003",4,1,3,190,2
"1060","24370019004","66","650","24370","019","004",4,1,3,200,2
"1061","24370019005","66","650","24370","019","005",4,1,3,200,2
"1062","24370019006","66","650","24370","019","006",4,1,3,160,4
"1063","24370019007","66","650","24370","019","007",4,1,3,150,2
"1064","24370019008","66","650","24370","019","008",4,1,3,150,4
"1065","24370019010","66","650","24370","019","010",4,1,3,160,4
"1066","24370019011","66","650","24370","019","011",4,1,3,200,2
"1067","24370019012","66","650","24370","019","012",4,1,3,250,2
"1068","24370019013","66","650","24370","019","013",4,1,3,250,2
"1069","24370019014","66","650","24370","019","014",4,1,3,220,2
"1070","24370019015","66","650","24370","019","015",4,1,3,220,2
"1071","24376012007","66","651","24376","012","007",4,2,3,90,3
"1072","24376012008","66","651","24376","012","008",4,1,4,80,2
"1073","24457007001","66","653","24457","007","001",4,1,4,320,2
"1074","24457007003","66","653","24457","007","003",4,1,5,280,2
"1075","24457007005","66","653","24457","007","005",4,1,5,280,2
"1076","24457007006","66","653","24457","007","006",4,1,4,320,3
"1077","24457007007","66","653","24457","007","007",4,1,4,300,2
"1078","24457007009","66","653","24457","007","009",4,1,4,250,2
"1079","24457007010","66","653","24457","007","010",4,1,4,240,2
"1080","24457007012","66","653","24457","007","012",4,1,4,220,2
"1081","24502018004","66","654","24502","018","004",4,1,3,42,2
"1082","24502018010","66","654","24502","018","010",4,1,3,42,2
"1083","24502018012","66","654","24502","018","012",4,1,3,45,2
"1084","24502018013","66","654","24502","018","013",4,1,3,40,2
"1085","24517022001","66","654","24517","022","001",4,2,3,45,2
"1086","24517022003","66","654","24517","022","003",4,1,2,35,2
"1087","24517022004","66","654","24517","022","004",4,2,3,45,2
"1088","24517022005","66","654","24517","022","005",4,2,3,50,2
"1089","24517022006","66","654","24517","022","006",4,2,3,45,2
"1090","24517022007","66","654","24517","022","007",4,2,3,42,2
"1091","24517022008","66","654","24517","022","008",4,2,3,40,2
"1092","24517022009","66","654","24517","022","009",4,2,3,45,2
"1093","24517022010","66","654","24517","022","010",4,2,3,50,2
"1094","24517022011","66","654","24517","022","011",4,2,3,40,2
"1095","24517022012","66","654","24517","022","012",4,2,3,45,2
"1096","24517022013","66","654","24517","022","013",4,2,3,45,2
"1097","24517022014","66","654","24517","022","014",4,2,3,42,2
"1098","24517022015","66","654","24517","022","015",4,2,3,45,2
"1099","24550028004","66","657","24550","028","004",4,1,5,80,2
"1100","24550028005","66","657","24550","028","005",4,1,5,80,2
"1101","24550028006","66","657","24550","028","006",4,1,5,100,2
"1102","24550028009","66","657","24550","028","009",4,1,4,200,2
"1103","24550028012","66","657","24550","028","012",4,1,5,100,2
"1104","24550028013","66","657","24550","028","013",4,1,5,100,2
"1105","24550028014","66","657","24550","028","014",4,1,4,100,2
"1106","24607007001","66","656","24607","007","001",4,2,3,100,2
"1107","24607007002","66","656","24607","007","002",4,1,4,200,2
"1108","24607007003","66","656","24607","007","003",4,1,3,180,2
"1109","24607007006","66","656","24607","007","006",4,1,3,170,2
"1110","24607007007","66","656","24607","007","007",4,1,3,150,2
"1111","24607007008","66","656","24607","007","008",4,1,4,400,2
"1112","24607007009","66","656","24607","007","009",4,2,3,180,4
"1113","24607007011","66","656","24607","007","011",4,1,3,160,2
"1114","24607007012","66","656","24607","007","012",4,2,3,150,2
"1115","24607007013","66","656","24607","007","013",4,1,3,180,4
"1116","24607007014","66","656","24607","007","014",4,2,3,100,4
"1117","24607007015","66","656","24607","007","015",4,2,3,180,2
"1118","24611003008","67","660","24611","003","008",4,1,3,1000,4
"1119","24611003010","67","660","24611","003","010",4,1,2,2000,3
"1120","24611003011","67","660","24611","003","011",4,1,2,3000,4
"1121","24611003017","67","660","24611","003","017",4,1,2,90000,3
"1122","24619015002","67","660","24619","015","002",4,1,2,200,4
"1123","24619015005","67","660","24619","015","005",4,1,4,500,4
"1124","24619015006","67","660","24619","015","006",4,2,3,300,3
"1125","24619015007","67","660","24619","015","007",4,1,3,500,2
"1126","24619015008","67","660","24619","015","008",4,1,3,500,4
"1127","24619015009","67","660","24619","015","009",4,1,3,250,3
"1128","24619015010","67","660","24619","015","010",4,2,3,300,3
"1129","24619015012","67","660","24619","015","012",4,1,3,350,2
"1130","24619015022","67","660","24619","015","022",4,1,3,300,3
"1131","24658003001","67","662","24658","003","001",4,1,8,24,2
"1132","24658003006","67","662","24658","003","006",4,1,6,130,4
"1133","24658003007","67","662","24658","003","007",4,1,6,120,4
"1134","24658003008","67","662","24658","003","008",4,1,6,130,4
"1135","24658003009","67","662","24658","003","009",4,1,4,100,4
"1136","24658003014","67","662","24658","003","014",4,1,3,160,2
"1137","24676017001","67","663","24676","017","001",4,1,3,89,2
"1138","24676017003","67","663","24676","017","003",4,1,2,80,2
"1139","24676017004","67","663","24676","017","004",4,1,2,85,2
"1140","24676017005","67","663","24676","017","005",4,2,2,95,2
"1141","24676017006","67","663","24676","017","006",4,2,3,390,2
"1142","24676017007","67","663","24676","017","007",4,2,3,450,2
"1143","24676017009","67","663","24676","017","009",4,1,3,320,2
"1144","24676017011","67","663","24676","017","011",4,1,3,85,2
"1145","24676017012","67","663","24676","017","012",4,1,3,90,2
"1146","24676017013","67","663","24676","017","013",4,1,3,85,2
"1147","24676017015","67","663","24676","017","015",4,1,3,90,2
"1148","24715012002","67","664","24715","012","002",4,1,4,300,3
"1149","24715012003","67","664","24715","012","003",4,1,3,250,3
"1150","24715012004","67","664","24715","012","004",4,1,3,300,3
"1151","24715012005","67","664","24715","012","005",4,1,5,250,3
"1152","24715012006","67","664","24715","012","006",4,1,3,220,2
"1153","24715012007","67","664","24715","012","007",4,2,2,200,4
"1154","24715012008","67","664","24715","012","008",4,2,3,200,3
"1155","24715012009","67","664","24715","012","009",4,2,3,200,3
"1156","24715012010","67","664","24715","012","010",4,1,6,658,2
"1157","24715012011","67","664","24715","012","011",4,2,3,200,3
"1158","24715012012","67","664","24715","012","012",4,1,6,695,2
"1159","24715012013","67","664","24715","012","013",4,1,6,725,2
"1160","24715012015","67","664","24715","012","015",4,1,5,655,2
"1161","24719008001","67","665","24719","008","001",4,1,3,21,1
"1162","24719008002","67","665","24719","008","002",4,1,3,20,2
"1163","24719008003","67","665","24719","008","003",4,1,3,22,1
"1164","24719008004","67","665","24719","008","004",4,1,3,20,1
"1165","24719008005","67","665","24719","008","005",4,1,2,19,1
"1166","24719008006","67","665","24719","008","006",4,1,3,21,1
"1167","24719008007","67","665","24719","008","007",4,1,3,19,1
"1168","24719008008","67","665","24719","008","008",4,1,3,19,1
"1169","24719008009","67","665","24719","008","009",4,1,3,19,1
"1170","24719008010","67","665","24719","008","010",4,1,2,18,1
"1171","24719008011","67","665","24719","008","011",4,1,2,18,1
"1172","24719008012","67","665","24719","008","012",4,1,3,21,2
"1173","24719008016","67","665","24719","008","016",4,1,3,22,1
"1174","24719008017","67","665","24719","008","017",4,1,4,19,1
"1175","24742014002","67","667","24742","014","002",4,1,3,200,2
"1176","24742014003","67","667","24742","014","003",4,1,3,150,2
"1177","24742014004","67","667","24742","014","004",4,1,3,95,2
"1178","24742014005","67","667","24742","014","005",4,1,2,93,2
"1179","24742014006","67","667","24742","014","006",4,1,3,90,2
"1180","24742014007","67","667","24742","014","007",4,1,3,90,2
"1181","24742014008","67","667","24742","014","008",4,1,3,200,2
"1182","24742014010","67","667","24742","014","010",4,1,3,100,2
"1183","24742014011","67","667","24742","014","011",4,1,4,150,2
"1184","24742014012","67","667","24742","014","012",4,2,4,200,2
"1185","24742014013","67","667","24742","014","013",4,1,2,200,2
"1186","24742014014","67","667","24742","014","014",4,2,3,200,2
"1187","24742014016","67","667","24742","014","016",4,2,1,200,2
"1188","24742014021","67","667","24742","014","021",4,1,4,200,2
"1189","24760019002","67","666","24760","019","002",4,1,3,100,2
"1190","24760019003","67","666","24760","019","003",4,1,3,100,1
"1191","24760019004","67","666","24760","019","004",4,1,4,100,2
"1192","24760019005","67","666","24760","019","005",4,1,4,100,1
"1193","24760019006","67","666","24760","019","006",4,1,3,100,2
"1194","24760019007","67","666","24760","019","007",4,1,4,100,2
"1195","24760019008","67","666","24760","019","008",4,1,3,100,2
"1196","24760019009","67","666","24760","019","009",4,1,4,100,2
"1197","24760019010","67","666","24760","019","010",4,1,3,100,2
"1198","24760019011","67","666","24760","019","011",4,1,3,100,2
"1199","24760019012","67","666","24760","019","012",4,1,4,100,2
"1200","24760019013","67","666","24760","019","013",4,1,3,30,2
"1201","24760019014","67","666","24760","019","014",4,1,3,100,2
"1202","24760019015","67","666","24760","019","015",4,1,3,100,2
"1203","24799005014","68","672","24799","005","014",4,1,8,3,3
"1204","24799005015","68","672","24799","005","015",4,1,10,4,3
"1205","24805007003","68","672","24805","007","003",4,1,3,0.5,4
"1206","24805007006","68","672","24805","007","006",4,1,5,3,3
"1207","24805007007","68","672","24805","007","007",4,1,3,1,4
"1208","24871011006","68","676","24871","011","006",4,1,3,250,2
"1209","24871011009","68","676","24871","011","009",4,1,2,210,2
"1210","24871011011","68","676","24871","011","011",4,1,2,100,4
"1211","24910030001","68","676","24910","030","001",4,1,2,420,2
"1212","24910030002","68","676","24910","030","002",4,1,3,350,2
"1213","24910030003","68","676","24910","030","003",4,1,2,200,2
"1214","24910030004","68","676","24910","030","004",4,1,2,360,2
"1215","24910030005","68","676","24910","030","005",4,1,3,300,2
"1216","24910030006","68","676","24910","030","006",4,1,2,250,3
"1217","24910030007","68","676","24910","030","007",4,1,2,300,2
"1218","24910030009","68","676","24910","030","009",4,1,3,320,2
"1219","24910030010","68","676","24910","030","010",4,1,2,220,2
"1220","24910030012","68","676","24910","030","012",4,1,3,250,2
"1221","24910030013","68","676","24910","030","013",4,1,3,150,2
"1222","24910030014","68","676","24910","030","014",4,1,2,320,1
"1223","24910030015","68","676","24910","030","015",4,1,2,380,2
"1224","24919009003","68","676","24919","009","003",4,1,2,300,4
"1225","24919009004","68","676","24919","009","004",4,1,2,230,2
"1226","24919009006","68","676","24919","009","006",4,1,2,330,2
"1227","24919009007","68","676","24919","009","007",4,1,2,220,3
"1228","24919009008","68","676","24919","009","008",4,1,3,250,2
"1229","24919009009","68","676","24919","009","009",4,1,2,200,4
"1230","24919009010","68","676","24919","009","010",4,3,3,380,2
"1231","24919009011","68","676","24919","009","011",4,1,2,300,2
"1232","24919009012","68","676","24919","009","012",4,1,3,280,2
"1233","24919009013","68","676","24919","009","013",4,1,3,200,2
"1234","24919009014","68","676","24919","009","014",4,1,2,220,2
"1235","24928028004","68","677","24928","028","004",4,1,2,50,4
"1236","24928028011","68","677","24928","028","011",4,3,99,2,3
"1237","24982027003","68","678","24982","027","003",4,1,2,30,2
"1238","24982027009","68","678","24982","027","009",4,1,3,200,2
"1239","24982027011","68","678","24982","027","011",4,1,3,200,2
"1240","24982027015","68","678","24982","027","015",4,1,2,3,2
"1241","25075013001","68","680","25075","013","001",4,1,1,150,2
"1242","25075013003","68","680","25075","013","003",4,1,1,250,2
"1243","25075013005","68","680","25075","013","005",4,1,1,100,4
"1244","25075013007","68","680","25075","013","007",4,1,1,150,4
"1245","25075013008","68","680","25075","013","008",4,1,1,200,2
"1246","25075013009","68","680","25075","013","009",4,1,1,200,2
"1247","25075013010","68","680","25075","013","010",4,1,1,200,2
"1248","25075013011","68","680","25075","013","011",4,1,1,30,2
"1249","25075013012","68","680","25075","013","012",4,1,1,30,2
"1250","25075013013","68","680","25075","013","013",4,1,1,30,2
"1251","25075013014","68","680","25075","013","014",4,1,1,30,2
"1252","25075013015","68","680","25075","013","015",4,1,1,35,2
"1253","25084037001","68","680","25084","037","001",4,1,1,30,2
"1254","25084037002","68","680","25084","037","002",4,1,1,30,3
"1255","25084037003","68","680","25084","037","003",4,1,2,30,2
"1256","25084037004","68","680","25084","037","004",4,1,2,25,3
"1257","25084037005","68","680","25084","037","005",4,1,1,25,2
"1258","25084037006","68","680","25084","037","006",4,1,2,25,2
"1259","25084037008","68","680","25084","037","008",4,1,1,30,2
"1260","25084037009","68","680","25084","037","009",4,1,2,50,2
"1261","25084037010","68","680","25084","037","010",4,1,1,70,2
"1262","25084037011","68","680","25084","037","011",4,1,1,40,2
"1263","25084037012","68","680","25084","037","012",4,1,1,50,2
"1264","25084037014","68","680","25084","037","014",4,1,1,60,2
"1265","25084037015","68","680","25084","037","015",4,1,2,80,2
"1266","25093009001","68","680","25093","009","001",4,1,1,45,4
"1267","25093009002","68","680","25093","009","002",4,1,1,40,4
"1268","25093009003","68","680","25093","009","003",4,1,1,50,4
"1269","25093009004","68","680","25093","009","004",4,1,1,60,4
"1270","25093009005","68","680","25093","009","005",4,1,1,60,4
"1271","25093009006","68","680","25093","009","006",4,1,1,50,4
"1272","25093009007","68","680","25093","009","007",4,1,1,30,4
"1273","25093009008","68","680","25093","009","008",4,1,1,45,4
"1274","25093009009","68","680","25093","009","009",4,1,1,50,4
"1275","25093009010","68","680","25093","009","010",4,1,1,40,4
"1276","25093009011","68","680","25093","009","011",4,1,2,60,4
"1277","25093009012","68","680","25093","009","012",4,1,1,30,4
"1278","25093009013","68","680","25093","009","013",4,1,1,55,4
"1279","25093009014","68","680","25093","009","014",4,1,1,50,4
