"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9"
"1","00382001001","01","016","00382","001","001",3,2,14,4,6,0
"2","00382001016","01","016","00382","001","016",3,0,16,7,1,1
"3","00382001011","01","016","00382","001","011",3,0,16,7,1,1
"4","00382001001","01","016","00382","001","001",3,1,8,5,6,0
"5","00382001001","01","016","00382","001","001",3,0,7,5,6,0
"6","00382001005","01","016","00382","001","005",3,0,17,7,1,5
"7","00499025016","01","017","00499","025","016",3,0,18,11,1,0
"8","09733013015","01","272","09733","013","015",3,0,18,10,1,2
"9","10027002010","01","277","10027","002","010",3,0,6,7,2,99
"10","10027002012","01","277","10027","002","012",3,1,17,7,3,99
"11","10027002006","01","277","10027","002","006",3,0,6,7,2,99
"12","10027002010","01","277","10027","002","010",3,1,17,7,2,99
"13","10027002004","01","277","10027","002","004",3,0,6,7,3,1
"14","10027002013","01","277","10027","002","013",3,0,6,7,2,99
"15","10027002001","01","277","10027","002","001",3,1,18,7,2,99
"16","10027002004","01","277","10027","002","004",3,1,17,7,3,0
"17","10027002003","01","277","10027","002","003",3,0,6,7,2,99
"18","10027002003","01","277","10027","002","003",3,1,17,7,2,99
"19","10027002012","01","277","10027","002","012",3,0,6,7,3,1
"20","10027002013","01","277","10027","002","013",3,1,18,7,2,99
"21","10027002008","01","277","10027","002","008",3,1,18,7,2,99
"22","10027002011","01","277","10027","002","011",3,1,17,7,2,99
"23","10027002006","01","277","10027","002","006",3,1,17,7,2,99
"24","10027002002","01","277","10027","002","002",3,0,6,7,2,99
"25","10027002007","01","277","10027","002","007",3,1,18,7,2,99
"26","10027002001","01","277","10027","002","001",3,0,6,7,2,99
"27","10027002014","01","277","10027","002","014",3,0,6,7,2,99
"28","10027002011","01","277","10027","002","011",3,0,6,7,2,99
"29","10027002002","01","277","10027","002","002",3,1,18,7,2,99
"30","10027002014","01","277","10027","002","014",3,1,17,7,2,99
"31","10027002007","01","277","10027","002","007",3,0,6,7,2,99
"32","10027002008","01","277","10027","002","008",3,0,6,7,2,99
"33","10030006017","01","277","10030","006","017",3,0,6,7,3,99
"34","10030006010","01","277","10030","006","010",3,1,9,7,3,99
"35","10030006013","01","277","10030","006","013",3,0,9,7,3,99
"36","10030006010","01","277","10030","006","010",3,0,8,7,3,99
"37","10030006012","01","277","10030","006","012",3,0,7,7,3,99
"38","10030006009","01","277","10030","006","009",3,0,11,7,3,99
"39","10030006002","01","277","10030","006","002",3,0,6,7,3,99
"40","10030006005","01","277","10030","006","005",3,0,10,7,3,99
"41","10030006008","01","277","10030","006","008",3,0,7,7,3,99
"42","10030006008","01","277","10030","006","008",3,1,16,7,3,99
"43","10030006013","01","277","10030","006","013",3,1,16,7,3,99
"44","10030006017","01","277","10030","006","017",3,1,16,7,3,99
"45","10030006003","01","277","10030","006","003",3,0,7,7,3,99
"46","10030006011","01","277","10030","006","011",3,0,6,7,3,99
"47","10030006002","01","277","10030","006","002",3,1,16,7,3,99
"48","10030006012","01","277","10030","006","012",3,1,15,7,3,99
"49","10030006009","01","277","10030","006","009",3,1,16,7,3,99
"50","10030006011","01","277","10030","006","011",3,1,17,7,3,99
"51","10030006007","01","277","10030","006","007",3,1,16,7,3,99
"52","10030006005","01","277","10030","006","005",3,1,16,7,3,99
"53","10030006003","01","277","10030","006","003",3,1,16,7,3,99
"54","10030006007","01","277","10030","006","007",3,0,7,7,3,99
"55","10078011010","01","277","10078","011","010",3,1,16,7,3,99
"56","10078011007","01","277","10078","011","007",3,0,6,7,3,99
"57","10078011013","01","277","10078","011","013",3,0,7,7,3,99
"58","10078011007","01","277","10078","011","007",3,1,16,7,3,99
"59","10078011004","01","277","10078","011","004",3,1,17,7,2,99
"60","10078011008","01","277","10078","011","008",3,1,18,7,2,99
"61","10078011006","01","277","10078","011","006",3,1,16,7,3,99
"62","10078011012","01","277","10078","011","012",3,0,6,7,2,99
"63","10078011009","01","277","10078","011","009",3,1,16,7,3,99
"64","10078011009","01","277","10078","011","009",3,0,6,7,3,99
"65","10078011012","01","277","10078","011","012",3,1,15,7,2,99
"66","10078011006","01","277","10078","011","006",3,0,6,7,3,99
"67","10078011008","01","277","10078","011","008",3,0,6,7,2,99
"68","10078011011","01","277","10078","011","011",3,0,6,7,2,99
"69","10078011004","01","277","10078","011","004",3,0,6,7,2,99
"70","10078011010","01","277","10078","011","010",3,0,6,7,3,99
"71","10078011011","01","277","10078","011","011",3,1,18,7,2,99
"72","10078011005","01","277","10078","011","005",3,0,6,7,2,99
"73","10078011005","01","277","10078","011","005",3,1,18,7,2,99
"74","10078011013","01","277","10078","011","013",3,1,16,7,3,99
"75","00814006006","02","027","00814","006","006",3,2,9,20,6,2
"76","00814006003","02","027","00814","006","003",3,0,6,30,6,3
"77","00814006006","02","027","00814","006","006",3,0,6,30,6,2
"78","00814006004","02","027","00814","006","004",3,0,1,10,6,99
"79","00814006004","02","027","00814","006","004",3,1,3,4,6,99
"80","00814006003","02","027","00814","006","003",3,1,10,26,6,2
"81","00880002008","02","029","00880","002","008",3,0,1,5,6,1
"82","00880002010","02","029","00880","002","010",3,0,1,3,6,1
"83","00880002012","02","029","00880","002","012",3,0,1,5,6,1
"84","00880002003","02","029","00880","002","003",3,0,1,5,6,1
"85","00880002009","02","029","00880","002","009",3,0,3,3,6,1
"86","00880002007","02","029","00880","002","007",3,0,1,2,6,1
"87","00880002006","02","029","00880","002","006",3,1,2,5,6,1
"88","00880002006","02","029","00880","002","006",3,0,2,4,6,1
"89","00880002004","02","029","00880","002","004",3,0,2,5,6,1
"90","00880002002","02","029","00880","002","002",3,0,0,3,6,1
"91","00880002011","02","029","00880","002","011",3,0,2,4,6,1
"92","00898003002","02","029","00898","003","002",3,0,2,7,6,1
"93","00898003012","02","029","00898","003","012",3,0,1,3,6,1
"94","00898003006","02","029","00898","003","006",3,0,1,3,6,1
"95","00898003013","02","029","00898","003","013",3,0,2,5,6,1
"96","00898003015","02","029","00898","003","015",3,0,1,4,6,1
"97","00898003005","02","029","00898","003","005",3,0,2,5,6,1
"98","00898003003","02","029","00898","003","003",3,0,2,5,6,1
"99","00898003011","02","029","00898","003","011",3,0,1,4,6,1
"100","00898003009","02","029","00898","003","009",3,0,0,5,6,1
"101","00898003010","02","029","00898","003","010",3,0,2,5,6,1
"102","00898003008","02","029","00898","003","008",3,0,1,7,6,1
"103","00898003004","02","029","00898","003","004",3,0,1,7,6,1
"104","00898003007","02","029","00898","003","007",3,0,1,8,6,1
"105","01102006014","02","033","01102","006","014",3,0,18,7,1,2
"106","01102006008","02","033","01102","006","008",3,0,18,5,1,4
"107","01102006012","02","033","01102","006","012",3,0,18,4,1,3
"108","01102006002","02","033","01102","006","002",3,0,18,7,1,3
"109","01102006013","02","033","01102","006","013",3,0,18,6,1,3
"110","01102006004","02","033","01102","006","004",3,0,18,5,1,3
"111","01102006010","02","033","01102","006","010",3,0,18,6,1,2
"112","01102006009","02","033","01102","006","009",3,0,18,6,1,3
"113","01102006005","02","033","01102","006","005",3,0,18,7,1,3
"114","01102006001","02","033","01102","006","001",3,0,18,5,1,3
"115","01102006007","02","033","01102","006","007",3,0,18,5,1,3
"116","01102006015","02","033","01102","006","015",3,0,18,6,1,3
"117","01102006011","02","033","01102","006","011",3,0,18,5,1,3
"118","01102006006","02","033","01102","006","006",3,0,18,7,1,4
"119","01102006003","02","033","01102","006","003",3,0,18,5,1,4
"120","01144006001","02","033","01144","006","001",3,0,18,7,1,2
"121","01144006002","02","033","01144","006","002",3,0,18,6,1,3
"122","01144006009","02","033","01144","006","009",3,0,18,8,1,2
"123","01144006008","02","033","01144","006","008",3,0,18,7,1,2
"124","01144006003","02","033","01144","006","003",3,0,18,7,1,3
"125","01144006007","02","033","01144","006","007",3,0,18,8,1,2
"126","01144006004","02","033","01144","006","004",3,0,18,7,1,3
"127","01144006006","02","033","01144","006","006",3,0,18,6,1,2
"128","01144006014","02","033","01144","006","014",3,0,18,5,1,3
"129","01144006013","02","033","01144","006","013",3,0,18,5,1,3
"130","01144006011","02","033","01144","006","011",3,0,18,1,1,2
"131","01144006010","02","033","01144","006","010",3,0,18,8,1,2
"132","01144006015","02","033","01144","006","015",3,0,18,7,1,3
"133","01144006012","02","033","01144","006","012",3,0,18,7,1,2
"134","01228002012","02","035","01228","002","012",3,0,5,3,1,2
"135","01290011003","04","042","01290","011","003",3,1,11,6,6,1
"136","01290011003","04","042","01290","011","003",3,3,14,7,6,1
"137","01290011003","04","042","01290","011","003",3,6,15,4,6,1
"138","01290011016","04","042","01290","011","016",3,0,5,1,6,1
"139","01290011003","04","042","01290","011","003",3,2,12,3,6,1
"140","01290011003","04","042","01290","011","003",3,7,16,3,5,1
"141","01290011003","04","042","01290","011","003",3,4,14,3,6,2
"142","01290011007","04","042","01290","011","007",3,0,3,1,6,2
"143","01290011003","04","042","01290","011","003",3,0,18,6,6,1
"144","01290011003","04","042","01290","011","003",3,8,17,1,6,1
"145","01290011007","04","042","01290","011","007",3,1,3,1,6,2
"146","01290011003","04","042","01290","011","003",3,5,14,2,6,2
"147","01304008011","04","042","01304","008","011",3,1,18,15,1,2
"148","01304008011","04","042","01304","008","011",3,0,16,12,1,3
"149","01366003014","04","045","01366","003","014",3,0,5,5,6,0
"150","01594002006","04","049","01594","002","006",3,0,16,10,1,4
"151","01594002005","04","049","01594","002","005",3,0,12,2,6,3
"152","01594002009","04","049","01594","002","009",3,0,18,30,1,1
"153","01594002015","04","049","01594","002","015",3,0,1,7,6,20
"154","01594002015","04","049","01594","002","015",3,1,5,25,6,20
"155","01594002007","04","049","01594","002","007",3,0,12,2,6,2
"156","01618006003","04","049","01618","006","003",3,0,16,5,1,5
"157","01768004011","04","052","01768","004","011",3,0,1,3,6,3
"158","01768004015","04","052","01768","004","015",3,0,0,3,6,2
"159","01768004014","04","052","01768","004","014",3,0,1,2,6,1
"160","01768004001","04","052","01768","004","001",3,1,2,2,6,2
"161","01768004009","04","052","01768","004","009",3,0,3,3,6,2
"162","01768004001","04","052","01768","004","001",3,0,1,5,6,1
"163","01768004011","04","052","01768","004","011",3,1,4,2,6,2
"164","01822002009","04","053","01822","002","009",3,0,3,2,6,2
"165","01822002005","04","053","01822","002","005",3,1,7,1,6,99
"166","01822002010","04","053","01822","002","010",3,0,2,2,6,1
"167","01822002005","04","053","01822","002","005",3,0,5,1,6,99
"168","01822002014","04","053","01822","002","014",3,0,3,7,6,1
"169","01822002015","04","053","01822","002","015",3,0,4,2,6,3
"170","01882013008","06","060","01882","013","008",3,0,17,4,1,2
"171","01882013010","06","060","01882","013","010",3,0,17,4,1,2
"172","01882013014","06","060","01882","013","014",3,0,17,3,1,2
"173","01882013012","06","060","01882","013","012",3,0,17,3,1,2
"174","01882013009","06","060","01882","013","009",3,0,17,3,1,2
"175","01882013007","06","060","01882","013","007",3,0,0,5,6,2
"176","01882013005","06","060","01882","013","005",3,0,0,10,6,2
"177","01891013013","06","061","01891","013","013",3,0,17,7,1,1
"178","01891013002","06","061","01891","013","002",3,0,6,6,1,2
"179","01891013015","06","061","01891","013","015",3,0,17,10,1,2
"180","01891013007","06","061","01891","013","007",3,1,17,10,1,1
"181","01891013004","06","061","01891","013","004",3,0,17,10,1,1
"182","01891013008","06","061","01891","013","008",3,0,17,12,1,1
"183","01891013012","06","061","01891","013","012",3,0,17,10,1,2
"184","01891013009","06","061","01891","013","009",3,0,17,10,1,2
"185","01891013010","06","061","01891","013","010",3,0,17,10,1,2
"186","01891013003","06","061","01891","013","003",3,1,17,10,1,1
"187","01891013006","06","061","01891","013","006",3,0,17,12,1,1
"188","01891013005","06","061","01891","013","005",3,0,6,5,1,99
"189","01891013003","06","061","01891","013","003",3,0,6,5,1,2
"190","01891013005","06","061","01891","013","005",3,1,17,10,1,1
"191","01891013007","06","061","01891","013","007",3,0,5,7,1,2
"192","01891013014","06","061","01891","013","014",3,0,17,10,1,1
"193","01891013001","06","061","01891","013","001",3,0,17,10,1,1
"194","01891013011","06","061","01891","013","011",3,0,17,10,1,1
"195","01891013002","06","061","01891","013","002",3,1,17,12,1,1
"196","01915004014","06","061","01915","004","014",3,0,16,3,1,5
"197","01915004001","06","061","01915","004","001",3,0,15,7,1,3
"198","01915004006","06","061","01915","004","006",3,0,17,10,1,1
"199","01915004009","06","061","01915","004","009",3,0,17,7,1,5
"200","01915004010","06","061","01915","004","010",3,0,16,7,1,5
"201","01915004014","06","061","01915","004","014",3,1,17,10,1,4
"202","02050006013","06","064","02050","006","013",3,1,18,10,1,0
"203","02050006001","06","064","02050","006","001",3,1,18,10,1,0
"204","02050006004","06","064","02050","006","004",3,0,3,7,1,0
"205","02050006012","06","064","02050","006","012",3,1,17,20,1,5
"206","02050006010","06","064","02050","006","010",3,0,16,20,1,8
"207","02050006001","06","064","02050","006","001",3,0,4,5,1,0
"208","02050006008","06","064","02050","006","008",3,0,5,5,1,0
"209","02050006003","06","064","02050","006","003",3,1,18,10,1,0
"210","02050006003","06","064","02050","006","003",3,0,2,7,1,0
"211","02050006007","06","064","02050","006","007",3,1,16,7,1,0
"212","02050006012","06","064","02050","006","012",3,0,3,10,1,15
"213","02050006014","06","064","02050","006","014",3,0,5,5,1,0
"214","02050006005","06","064","02050","006","005",3,1,18,7,1,0
"215","02050006006","06","064","02050","006","006",3,0,7,5,1,0
"216","02050006011","06","064","02050","006","011",3,0,17,20,1,5
"217","02050006015","06","064","02050","006","015",3,0,17,20,1,8
"218","02050006008","06","064","02050","006","008",3,1,17,7,1,0
"219","02050006009","06","064","02050","006","009",3,0,17,20,1,10
"220","02050006014","06","064","02050","006","014",3,1,17,7,1,0
"221","02050006004","06","064","02050","006","004",3,1,18,10,1,0
"222","02050006007","06","064","02050","006","007",3,0,5,5,1,0
"223","02050006006","06","064","02050","006","006",3,1,16,7,1,0
"224","02050006002","06","064","02050","006","002",3,0,3,7,1,0
"225","02050006005","06","064","02050","006","005",3,0,5,5,1,0
"226","02050006002","06","064","02050","006","002",3,1,17,10,1,0
"227","02050006013","06","064","02050","006","013",3,0,2,7,1,0
"228","02092004003","06","065","02092","004","003",3,0,7,15,1,99
"229","02092004015","06","065","02092","004","015",3,0,1,3,6,0
"230","02092004008","06","065","02092","004","008",3,1,15,20,1,99
"231","02092004002","06","065","02092","004","002",3,0,7,15,1,99
"232","02092004001","06","065","02092","004","001",3,1,15,20,1,99
"233","02092004005","06","065","02092","004","005",3,0,7,15,1,99
"234","02092004011","06","065","02092","004","011",3,0,3,4,6,1
"235","02092004004","06","065","02092","004","004",3,0,7,15,1,99
"236","02092004009","06","065","02092","004","009",3,0,1,3,6,1
"237","02092004013","06","065","02092","004","013",3,1,5,3,6,0
"238","02092004007","06","065","02092","004","007",3,1,15,20,1,99
"239","02092004006","06","065","02092","004","006",3,0,7,15,1,99
"240","02092004008","06","065","02092","004","008",3,0,7,16,1,99
"241","02092004013","06","065","02092","004","013",3,0,2,2,6,0
"242","02092004007","06","065","02092","004","007",3,0,6,15,1,99
"243","02092004002","06","065","02092","004","002",3,1,15,20,1,99
"244","02092004010","06","065","02092","004","010",3,0,1,3,6,1
"245","02092004006","06","065","02092","004","006",3,1,15,20,1,99
"246","02092004014","06","065","02092","004","014",3,0,9,3,5,0
"247","02092004005","06","065","02092","004","005",3,1,15,20,1,99
"248","02092004003","06","065","02092","004","003",3,1,13,20,1,99
"249","02092004004","06","065","02092","004","004",3,1,15,20,1,99
"250","02092004001","06","065","02092","004","001",3,0,7,15,1,99
"251","02101003011","06","065","02101","003","011",3,1,15,20,1,99
"252","02101003007","06","065","02101","003","007",3,0,7,2,5,0
"253","02101003013","06","065","02101","003","013",3,1,15,20,1,99
"254","02101003011","06","065","02101","003","011",3,0,8,15,1,99
"255","02101003010","06","065","02101","003","010",3,0,8,15,1,99
"256","02101003014","06","065","02101","003","014",3,1,15,20,1,99
"257","02101003008","06","065","02101","003","008",3,0,6,3,6,0
"258","02101003009","06","065","02101","003","009",3,1,15,20,1,99
"259","02101003010","06","065","02101","003","010",3,1,15,20,1,99
"260","02101003009","06","065","02101","003","009",3,0,9,15,1,99
"261","02101003002","06","065","02101","003","002",3,0,7,2,6,0
"262","02101003014","06","065","02101","003","014",3,0,8,15,1,99
"263","02101003006","06","065","02101","003","006",3,0,8,1,6,0
"264","02101003001","06","065","02101","003","001",3,0,1,3,6,0
"265","02101003012","06","065","02101","003","012",3,0,9,15,1,99
"266","02101003003","06","065","02101","003","003",3,0,6,2,6,0
"267","02101003004","06","065","02101","003","004",3,1,13,3,6,0
"268","02101003005","06","065","02101","003","005",3,0,10,2,6,1
"269","02101003004","06","065","02101","003","004",3,0,13,2,6,0
"270","02101003012","06","065","02101","003","012",3,1,15,20,1,99
"271","02101003013","06","065","02101","003","013",3,0,8,15,1,99
"272","02140002010","06","066","02140","002","010",3,0,5,3,1,10
"273","02140002009","06","066","02140","002","009",3,0,3,10,1,15
"274","02140002009","06","066","02140","002","009",3,1,5,8,1,10
"275","02140002006","06","066","02140","002","006",3,0,3,1,1,15
"276","02140002011","06","066","02140","002","011",3,0,5,3,1,15
"277","02140002007","06","066","02140","002","007",3,1,5,8,1,10
"278","02140002010","06","066","02140","002","010",3,1,15,10,1,3
"279","02140002002","06","066","02140","002","002",3,0,10,6,1,10
"280","02140002001","06","066","02140","002","001",3,0,9,6,1,10
"281","02140002003","06","066","02140","002","003",3,1,17,6,1,5
"282","02140002004","06","066","02140","002","004",3,0,7,6,1,10
"283","02140002012","06","066","02140","002","012",3,0,3,0,1,10
"284","02140002005","06","066","02140","002","005",3,1,5,8,1,7
"285","02140002001","06","066","02140","002","001",3,1,17,6,1,5
"286","02140002002","06","066","02140","002","002",3,1,17,6,1,5
"287","02140002007","06","066","02140","002","007",3,0,3,10,1,15
"288","02140002012","06","066","02140","002","012",3,1,3,1,1,10
"289","02140002005","06","066","02140","002","005",3,0,3,10,1,15
"290","02140002006","06","066","02140","002","006",3,1,5,8,1,8
"291","02140002011","06","066","02140","002","011",3,1,17,15,1,2
"292","02140002004","06","066","02140","002","004",3,1,17,6,1,5
"293","02140002003","06","066","02140","002","003",3,0,7,6,1,10
"294","02221015004","08","072","02221","015","004",3,0,17,30,1,3
"295","02221015002","08","072","02221","015","002",3,0,18,15,1,5
"296","02221015008","08","072","02221","015","008",3,0,17,7,1,4
"297","02221015001","08","072","02221","015","001",3,1,4,5,6,99
"298","02221015001","08","072","02221","015","001",3,0,3,3,6,99
"299","02365009002","08","073","02365","009","002",3,0,7,10,1,5
"300","02365009004","08","073","02365","009","004",3,0,13,15,1,2
"301","02365009010","08","073","02365","009","010",3,0,17,12,1,4
"302","02365009008","08","073","02365","009","008",3,0,18,6,1,5
"303","02365009005","08","073","02365","009","005",3,0,3,15,1,2
"304","02365009002","08","073","02365","009","002",3,1,10,3,1,5
"305","02365009014","08","073","02365","009","014",3,0,18,10,1,5
"306","02365009009","08","073","02365","009","009",3,0,18,5,1,5
"307","02365009005","08","073","02365","009","005",3,1,7,12,1,3
"308","02398009009","08","074","02398","009","009",3,0,3,3,6,2
"309","02401015003","08","074","02401","015","003",3,0,1,5,6,99
"310","02422019006","08","074","02422","019","006",3,1,14,3,6,3
"311","02422019006","08","074","02422","019","006",3,0,12,2,5,2
"312","02422019001","08","074","02422","019","001",3,0,18,7,1,3
"313","02422019005","08","074","02422","019","005",3,0,18,5,1,5
"314","02590010009","08","076","02590","010","009",3,0,3,3,2,1
"315","02590010008","08","076","02590","010","008",3,1,4,3,2,3
"316","02590010009","08","076","02590","010","009",3,1,4,2,2,1
"317","02590010002","08","076","02590","010","002",3,1,16,2,1,1
"318","02590010003","08","076","02590","010","003",3,1,17,5,1,0
"319","02590010002","08","076","02590","010","002",3,0,8,2,1,2
"320","02590010007","08","076","02590","010","007",3,2,4,2,2,2
"321","02590010003","08","076","02590","010","003",3,0,4,2,1,1
"322","02590010007","08","076","02590","010","007",3,0,2,3,2,3
"323","02590010008","08","076","02590","010","008",3,0,2,2,2,2
"324","02590010007","08","076","02590","010","007",3,1,4,3,2,3
"325","02602005015","08","076","02602","005","015",3,0,8,2,1,1
"326","02602005014","08","076","02602","005","014",3,1,9,2,1,1
"327","02602005010","08","076","02602","005","010",3,0,0,2,2,2
"328","02602005010","08","076","02602","005","010",3,1,0,2,2,3
"329","02602005014","08","076","02602","005","014",3,2,14,2,1,1
"330","02602005014","08","076","02602","005","014",3,0,6,5,1,2
"331","02602005013","08","076","02602","005","013",3,1,10,2,1,1
"332","02602005007","08","076","02602","005","007",3,1,2,2,2,1
"333","02602005009","08","076","02602","005","009",3,0,3,2,1,1
"334","02602005008","08","076","02602","005","008",3,0,3,2,2,1
"335","02602005007","08","076","02602","005","007",3,0,2,2,2,1
"336","02602005015","08","076","02602","005","015",3,1,12,2,1,1
"337","02602005009","08","076","02602","005","009",3,1,3,3,1,1
"338","02602005011","08","076","02602","005","011",3,0,1,2,2,99
"339","02602005013","08","076","02602","005","013",3,0,4,2,1,1
"340","02602005008","08","076","02602","005","008",3,1,3,2,2,1
"341","02605010007","08","076","02605","010","007",3,1,5,3,2,2
"342","02605010009","08","076","02605","010","009",3,0,4,3,2,3
"343","02605010003","08","076","02605","010","003",3,0,7,2,1,1
"344","02605010008","08","076","02605","010","008",3,0,3,3,2,2
"345","02605010003","08","076","02605","010","003",3,1,13,2,1,1
"346","02605010007","08","076","02605","010","007",3,0,3,3,2,3
"347","02605010001","08","076","02605","010","001",3,0,6,3,1,1
"348","02605010008","08","076","02605","010","008",3,1,5,2,2,2
"349","02605010001","08","076","02605","010","001",3,1,16,5,1,1
"350","02605010009","08","076","02605","010","009",3,1,5,3,2,3
"351","02623007015","08","076","02623","007","015",3,0,6,2,1,1
"352","02623007005","08","076","02623","007","005",3,0,3,5,6,5
"353","02623007008","08","076","02623","007","008",3,1,4,2,2,2
"354","02623007009","08","076","02623","007","009",3,1,4,2,2,2
"355","02623007007","08","076","02623","007","007",3,1,5,2,2,2
"356","02623007007","08","076","02623","007","007",3,0,3,2,2,2
"357","02623007015","08","076","02623","007","015",3,1,16,2,1,1
"358","02623007013","08","076","02623","007","013",3,1,16,2,1,0
"359","02623007014","08","076","02623","007","014",3,1,16,5,1,0
"360","02623007009","08","076","02623","007","009",3,0,3,3,2,2
"361","02623007014","08","076","02623","007","014",3,0,5,2,1,1
"362","02623007008","08","076","02623","007","008",3,0,3,3,2,2
"363","02623007013","08","076","02623","007","013",3,0,6,2,1,1
"364","02680008010","10","080","02680","008","010",3,0,9,12,1,18
"365","02680008015","10","080","02680","008","015",3,0,7,7,1,16
"366","02680008009","10","080","02680","008","009",3,0,7,8,1,16
"367","02680008003","10","080","02680","008","003",3,0,7,8,1,10
"368","02680008008","10","080","02680","008","008",3,0,9,9,1,14
"369","02680008004","10","080","02680","008","004",3,0,8,8,1,14
"370","02680008011","10","080","02680","008","011",3,0,7,9,1,12
"371","02680008005","10","080","02680","008","005",3,0,7,8,1,18
"372","02680008014","10","080","02680","008","014",3,0,7,8,1,12
"373","02680008001","10","080","02680","008","001",3,0,5,7,1,10
"374","02680008013","10","080","02680","008","013",3,0,7,9,1,15
"375","02680008002","10","080","02680","008","002",3,0,7,8,1,12
"376","02680008007","10","080","02680","008","007",3,0,9,9,1,14
"377","02680008012","10","080","02680","008","012",3,0,7,8,1,14
"378","02917003015","10","086","02917","003","015",3,0,8,15,6,99
"379","02932009013","10","086","02932","009","013",3,0,4,20,6,3
"380","03052003009","10","088","03052","003","009",3,0,17,15,1,3
"381","03073005008","10","089","03073","005","008",3,0,18,3,1,1
"382","03073005014","10","089","03073","005","014",3,0,18,12,1,3
"383","03073005007","10","089","03073","005","007",3,0,18,3,1,1
"384","03073005013","10","089","03073","005","013",3,0,17,10,1,3
"385","03073005005","10","089","03073","005","005",3,2,18,7,1,1
"386","03073005009","10","089","03073","005","009",3,0,18,3,1,5
"387","03073005005","10","089","03073","005","005",3,1,17,5,1,3
"388","03073005015","10","089","03073","005","015",3,0,18,3,1,3
"389","03073005012","10","089","03073","005","012",3,0,17,5,1,2
"390","03073005010","10","089","03073","005","010",3,0,16,5,1,10
"391","03073005003","10","089","03073","005","003",3,0,18,2,1,1
"392","03073005011","10","089","03073","005","011",3,0,17,5,1,3
"393","03073005001","10","089","03073","005","001",3,0,18,5,1,4
"394","03073005011","10","089","03073","005","011",3,1,18,7,1,1
"395","03073005005","10","089","03073","005","005",3,0,16,2,1,5
"396","03073005004","10","089","03073","005","004",3,0,17,10,1,2
"397","03073005002","10","089","03073","005","002",3,0,18,2,1,2
"398","03073005006","10","089","03073","005","006",3,0,4,10,1,3
"399","03148002005","11","095","03148","002","005",3,1,17,5,1,3
"400","03148002005","11","095","03148","002","005",3,0,16,8,1,6
"401","03148002012","11","095","03148","002","012",3,1,17,5,1,3
"402","03148002012","11","095","03148","002","012",3,0,2,2,1,8
"403","03184011005","11","095","03184","011","005",3,0,0,2,1,9
"404","03184011010","11","095","03184","011","010",3,0,0,3,1,9
"405","03184011003","11","095","03184","011","003",3,0,0,3,1,10
"406","03184011002","11","095","03184","011","002",3,0,0,3,1,10
"407","03184011008","11","095","03184","011","008",3,1,18,8,1,3
"408","03184011006","11","095","03184","011","006",3,0,0,2,1,9
"409","03184011009","11","095","03184","011","009",3,0,0,2,1,10
"410","03184011001","11","095","03184","011","001",3,0,0,2,1,9
"411","03184011010","11","095","03184","011","010",3,1,18,10,1,10
"412","03184011003","11","095","03184","011","003",3,1,18,9,1,3
"413","03184011005","11","095","03184","011","005",3,1,18,9,1,3
"414","03184011006","11","095","03184","011","006",3,1,0,9,1,3
"415","03184011015","11","095","03184","011","015",3,1,18,8,1,3
"416","03184011009","11","095","03184","011","009",3,1,18,10,1,3
"417","03184011007","11","095","03184","011","007",3,1,18,9,1,3
"418","03184011008","11","095","03184","011","008",3,0,0,2,1,9
"419","03184011007","11","095","03184","011","007",3,0,0,2,1,9
"420","03184011015","11","095","03184","011","015",3,0,0,3,1,8
"421","03184011001","11","095","03184","011","001",3,1,18,8,1,3
"422","03184011002","11","095","03184","011","002",3,1,18,8,1,3
"423","03161006010","11","096","03161","006","010",3,2,5,9,6,2
"424","03161006013","11","096","03161","006","013",3,1,3,9,6,1
"425","03161006009","11","096","03161","006","009",3,1,4,8,6,1
"426","03161006011","11","096","03161","006","011",3,1,3,8,6,2
"427","03161006001","11","096","03161","006","001",3,1,5,8,6,1
"428","03161006007","11","096","03161","006","007",3,2,5,8,6,1
"429","03161006011","11","096","03161","006","011",3,2,3,9,6,2
"430","03161006005","11","096","03161","006","005",3,1,6,8,6,1
"431","03161006002","11","096","03161","006","002",3,1,5,8,6,1
"432","03161006012","11","096","03161","006","012",3,2,6,12,6,1
"433","03161006013","11","096","03161","006","013",3,2,5,8,6,2
"434","03161006008","11","096","03161","006","008",3,2,5,9,6,2
"435","03161006015","11","096","03161","006","015",3,1,3,9,6,2
"436","03161006003","11","096","03161","006","003",3,1,2,7,6,1
"437","03161006014","11","096","03161","006","014",3,1,6,8,6,2
"438","03161006006","11","096","03161","006","006",3,1,5,11,6,2
"439","03161006008","11","096","03161","006","008",3,1,3,8,6,1
"440","03161006012","11","096","03161","006","012",3,1,4,8,6,2
"441","03161006010","11","096","03161","006","010",3,1,3,8,6,1
"442","03161006009","11","096","03161","006","009",3,2,5,11,6,2
"443","03161006007","11","096","03161","006","007",3,1,3,9,6,2
"444","03161006006","11","096","03161","006","006",3,2,3,8,6,2
"445","03161006014","11","096","03161","006","014",3,2,7,12,6,2
"446","03217004010","11","098","03217","004","010",3,1,0,0,99,0
"447","03217004012","11","098","03217","004","012",3,1,2,2,99,0
"448","03298012009","11","099","03298","012","009",3,0,18,5,1,2
